40	814.62	5019.8062	1453.8
40	1319.74	5067.9737	3236.1
40	1470.18	5081.4462	198.9
41	167.19	4843.9413	45.4
41	346.89	4863.1724	1125.2
41	388.83	4867.556	886.3
41	440.15	4872.9169	1638.0
41	507.49	4879.8635	143622.1
41	530.66	4882.2432	2901.8
41	727.28	4902.0545	829.6
41	754.7	4904.7516	9552.4
41	815.96	4910.7929	2304.9
41	833.6	4912.5293	457.1
41	941.43	4922.9442	526.5
41	1062.0	4934.3306	803.4
41	1206.35	4947.5752	280.5
41	1432.51	4967.6529	165.1
41	1518.95	4975.0917	100.2
42	167.43	4740.9585	84.6
42	323.07	4757.2196	1249.3
42	361.0	4761.1101	217.8
42	530.27	4778.294	3874.8
42	585.86	4783.8617	836.1
42	895.93	4813.8963	960.8
42	1512.2	4868.5277	125.4
42	1545.62	4871.289	306.2
43	84.0	4633.7657	14.7
43	142.0	4639.7036	22.0
43	478.82	4673.6609	2242.7
43	503.11	4676.0555	564.5
43	525.19	4678.2352	296.1
43	662.98	4691.6354	553.4
43	907.8	4714.6715	294.5
44	366.07	4567.2403	164.9
44	438.03	4574.3058	2181.8
44	490.0	4579.3495	27645.6
44	1516.79	4669.6658	110.9
45	187.81	4458.7384	26.7
45	617.0	4499.7037	487.3
45	676.31	4505.2167	282.4
45	806.0	4517.0352	513.3
45	1002.53	4534.4025	253.0
45	1160.08	4547.7589	780.5
45	1419.32	4568.5235	361.6
46	75.57	4361.3071	16.8
46	218.36	4374.1239	68.0
46	238.3	4375.9542	406.0
46	399.57	4391.1105	345.2
46	472.0	4397.9149	182.4
46	589.47	4408.8828	531.6
46	887.42	4435.6787	299.4
46	1294.55	4469.1891	353.3
46	1418.99	4478.5958	166.6
